"","reference_date","horizon","target","target_end_date","location","output_type","output_type_id","value"
"1404",2023-12-09,1,"wk inc flu hosp",2023-12-16,"19","quantile",0.01,-41.8665117524143
"1405",2023-12-09,1,"wk inc flu hosp",2023-12-16,"19","quantile",0.025,-26.110878966077
"1406",2023-12-09,1,"wk inc flu hosp",2023-12-16,"19","quantile",0.05,-12.6222937470764
"1407",2023-12-09,1,"wk inc flu hosp",2023-12-16,"19","quantile",0.1,3.71526653949167
"1408",2023-12-09,1,"wk inc flu hosp",2023-12-16,"19","quantile",0.15,14.5614665473195
"1409",2023-12-09,1,"wk inc flu hosp",2023-12-16,"19","quantile",0.2,23.031005129326
"1410",2023-12-09,1,"wk inc flu hosp",2023-12-16,"19","quantile",0.25,30.1529637949619
"1411",2023-12-09,1,"wk inc flu hosp",2023-12-16,"19","quantile",0.3,36.6904028119661
"1412",2023-12-09,1,"wk inc flu hosp",2023-12-16,"19","quantile",0.35,42.7216529538723
"1413",2023-12-09,1,"wk inc flu hosp",2023-12-16,"19","quantile",0.4,48.5171073865884
"1414",2023-12-09,1,"wk inc flu hosp",2023-12-16,"19","quantile",0.45,54.0850757124023
"1415",2023-12-09,1,"wk inc flu hosp",2023-12-16,"19","quantile",0.5,59.4431524847112
"1416",2023-12-09,1,"wk inc flu hosp",2023-12-16,"19","quantile",0.55,65.0965766128384
"1417",2023-12-09,1,"wk inc flu hosp",2023-12-16,"19","quantile",0.6,70.6214180662723
"1418",2023-12-09,1,"wk inc flu hosp",2023-12-16,"19","quantile",0.65,76.2638358491572
"1419",2023-12-09,1,"wk inc flu hosp",2023-12-16,"19","quantile",0.7,82.3234595652363
"1420",2023-12-09,1,"wk inc flu hosp",2023-12-16,"19","quantile",0.75,88.8426095556259
"1421",2023-12-09,1,"wk inc flu hosp",2023-12-16,"19","quantile",0.8,96.1799556690094
"1422",2023-12-09,1,"wk inc flu hosp",2023-12-16,"19","quantile",0.85,104.701915902653
"1423",2023-12-09,1,"wk inc flu hosp",2023-12-16,"19","quantile",0.9,115.358276481159
"1424",2023-12-09,1,"wk inc flu hosp",2023-12-16,"19","quantile",0.95,131.068303507763
"1425",2023-12-09,1,"wk inc flu hosp",2023-12-16,"19","quantile",0.975,144.326150287689
"1426",2023-12-09,1,"wk inc flu hosp",2023-12-16,"19","quantile",0.99,160.454444480157
"1427",2023-12-09,2,"wk inc flu hosp",2023-12-23,"19","quantile",0.01,-83.3270839401943
"1428",2023-12-09,2,"wk inc flu hosp",2023-12-23,"19","quantile",0.025,-60.2067274785265
"1429",2023-12-09,2,"wk inc flu hosp",2023-12-23,"19","quantile",0.05,-40.7856011715138
"1430",2023-12-09,2,"wk inc flu hosp",2023-12-23,"19","quantile",0.1,-17.8102576940249
"1431",2023-12-09,2,"wk inc flu hosp",2023-12-23,"19","quantile",0.15,-2.26427358732722
"1432",2023-12-09,2,"wk inc flu hosp",2023-12-23,"19","quantile",0.2,10.0363635003743
"1433",2023-12-09,2,"wk inc flu hosp",2023-12-23,"19","quantile",0.25,20.458015888465
"1434",2023-12-09,2,"wk inc flu hosp",2023-12-23,"19","quantile",0.3,29.7057501767323
"1435",2023-12-09,2,"wk inc flu hosp",2023-12-23,"19","quantile",0.35,38.4807051281182
"1436",2023-12-09,2,"wk inc flu hosp",2023-12-23,"19","quantile",0.4,46.7599770269526
"1437",2023-12-09,2,"wk inc flu hosp",2023-12-23,"19","quantile",0.45,54.6170536108156
"1438",2023-12-09,2,"wk inc flu hosp",2023-12-23,"19","quantile",0.5,62.9579604751714
"1439",2023-12-09,2,"wk inc flu hosp",2023-12-23,"19","quantile",0.55,71.1609997920247
"1440",2023-12-09,2,"wk inc flu hosp",2023-12-23,"19","quantile",0.6,78.9753354832839
"1441",2023-12-09,2,"wk inc flu hosp",2023-12-23,"19","quantile",0.65,86.9797676939299
"1442",2023-12-09,2,"wk inc flu hosp",2023-12-23,"19","quantile",0.7,95.5719703591809
"1443",2023-12-09,2,"wk inc flu hosp",2023-12-23,"19","quantile",0.75,105.076657171935
"1444",2023-12-09,2,"wk inc flu hosp",2023-12-23,"19","quantile",0.8,115.510841386656
"1445",2023-12-09,2,"wk inc flu hosp",2023-12-23,"19","quantile",0.85,127.590183804055
"1446",2023-12-09,2,"wk inc flu hosp",2023-12-23,"19","quantile",0.9,142.438978191747
"1447",2023-12-09,2,"wk inc flu hosp",2023-12-23,"19","quantile",0.95,166.471023261854
"1448",2023-12-09,2,"wk inc flu hosp",2023-12-23,"19","quantile",0.975,185.19868696097
"1449",2023-12-09,2,"wk inc flu hosp",2023-12-23,"19","quantile",0.99,207.970933903678
"1450",2023-12-09,3,"wk inc flu hosp",2023-12-30,"19","quantile",0.01,-121.017608637913
"1451",2023-12-09,3,"wk inc flu hosp",2023-12-30,"19","quantile",0.025,-91.3097433915628
"1452",2023-12-09,3,"wk inc flu hosp",2023-12-30,"19","quantile",0.05,-66.1902249393848
"1453",2023-12-09,3,"wk inc flu hosp",2023-12-30,"19","quantile",0.1,-37.2454120773386
"1454",2023-12-09,3,"wk inc flu hosp",2023-12-30,"19","quantile",0.15,-17.7729807801004
"1455",2023-12-09,3,"wk inc flu hosp",2023-12-30,"19","quantile",0.2,-2.19923696551244
"1456",2023-12-09,3,"wk inc flu hosp",2023-12-30,"19","quantile",0.25,10.6973630643564
"1457",2023-12-09,3,"wk inc flu hosp",2023-12-30,"19","quantile",0.3,22.2969805646033
"1458",2023-12-09,3,"wk inc flu hosp",2023-12-30,"19","quantile",0.35,33.0902017311146
"1459",2023-12-09,3,"wk inc flu hosp",2023-12-30,"19","quantile",0.4,43.7612576302522
"1460",2023-12-09,3,"wk inc flu hosp",2023-12-30,"19","quantile",0.45,54.33341073564
"1461",2023-12-09,3,"wk inc flu hosp",2023-12-30,"19","quantile",0.5,64.3023600765304
"1462",2023-12-09,3,"wk inc flu hosp",2023-12-30,"19","quantile",0.55,74.1872341938442
"1463",2023-12-09,3,"wk inc flu hosp",2023-12-30,"19","quantile",0.6,84.0189116840767
"1464",2023-12-09,3,"wk inc flu hosp",2023-12-30,"19","quantile",0.65,94.7264689292968
"1465",2023-12-09,3,"wk inc flu hosp",2023-12-30,"19","quantile",0.7,105.820173833863
"1466",2023-12-09,3,"wk inc flu hosp",2023-12-30,"19","quantile",0.75,117.351489866186
"1467",2023-12-09,3,"wk inc flu hosp",2023-12-30,"19","quantile",0.8,130.908950315562
"1468",2023-12-09,3,"wk inc flu hosp",2023-12-30,"19","quantile",0.85,146.432451607985
"1469",2023-12-09,3,"wk inc flu hosp",2023-12-30,"19","quantile",0.9,166.349156164521
"1470",2023-12-09,3,"wk inc flu hosp",2023-12-30,"19","quantile",0.95,195.039930322254
"1471",2023-12-09,3,"wk inc flu hosp",2023-12-30,"19","quantile",0.975,219.630852501123
"1472",2023-12-09,3,"wk inc flu hosp",2023-12-30,"19","quantile",0.99,247.851482435142
"1473",2023-12-09,0,"wk inc flu hosp",2023-12-09,"20","quantile",0.01,-15.9799028960125
"1474",2023-12-09,0,"wk inc flu hosp",2023-12-09,"20","quantile",0.025,-6.8545169864482
"1475",2023-12-09,0,"wk inc flu hosp",2023-12-09,"20","quantile",0.05,0.621622768419085
"1476",2023-12-09,0,"wk inc flu hosp",2023-12-09,"20","quantile",0.1,9.2638221610704
"1477",2023-12-09,0,"wk inc flu hosp",2023-12-09,"20","quantile",0.15,15.1917870855842
"1478",2023-12-09,0,"wk inc flu hosp",2023-12-09,"20","quantile",0.2,19.8074474986765
"1479",2023-12-09,0,"wk inc flu hosp",2023-12-09,"20","quantile",0.25,23.8001946108972
"1480",2023-12-09,0,"wk inc flu hosp",2023-12-09,"20","quantile",0.3,27.4783043845226
"1481",2023-12-09,0,"wk inc flu hosp",2023-12-09,"20","quantile",0.35,30.9201600173132
"1482",2023-12-09,0,"wk inc flu hosp",2023-12-09,"20","quantile",0.4,34.0623286625776
"1483",2023-12-09,0,"wk inc flu hosp",2023-12-09,"20","quantile",0.45,37.2169671178869
"1484",2023-12-09,0,"wk inc flu hosp",2023-12-09,"20","quantile",0.5,40.2509315745047
"1485",2023-12-09,0,"wk inc flu hosp",2023-12-09,"20","quantile",0.55,43.3169456373297
"1486",2023-12-09,0,"wk inc flu hosp",2023-12-09,"20","quantile",0.6,46.4180303067377
"1487",2023-12-09,0,"wk inc flu hosp",2023-12-09,"20","quantile",0.65,49.5748016972118
"1488",2023-12-09,0,"wk inc flu hosp",2023-12-09,"20","quantile",0.7,53.0642500317464
"1489",2023-12-09,0,"wk inc flu hosp",2023-12-09,"20","quantile",0.75,56.7082949498965
"1490",2023-12-09,0,"wk inc flu hosp",2023-12-09,"20","quantile",0.8,60.6368236937614
"1491",2023-12-09,0,"wk inc flu hosp",2023-12-09,"20","quantile",0.85,65.2566471457429
"1492",2023-12-09,0,"wk inc flu hosp",2023-12-09,"20","quantile",0.9,71.1585637415988
"1493",2023-12-09,0,"wk inc flu hosp",2023-12-09,"20","quantile",0.95,80.0453005048207
"1494",2023-12-09,0,"wk inc flu hosp",2023-12-09,"20","quantile",0.975,87.1961798828448
"1495",2023-12-09,0,"wk inc flu hosp",2023-12-09,"20","quantile",0.99,95.9959469056595
"1496",2023-12-09,1,"wk inc flu hosp",2023-12-16,"20","quantile",0.01,-54.8266962297213
"1497",2023-12-09,1,"wk inc flu hosp",2023-12-16,"20","quantile",0.025,-39.9962809055314
"1498",2023-12-09,1,"wk inc flu hosp",2023-12-16,"20","quantile",0.05,-27.347282455705
"1499",2023-12-09,1,"wk inc flu hosp",2023-12-16,"20","quantile",0.1,-12.6972301519084
"1500",2023-12-09,1,"wk inc flu hosp",2023-12-16,"20","quantile",0.15,-2.30259915488651
"1501",2023-12-09,1,"wk inc flu hosp",2023-12-16,"20","quantile",0.2,5.66242950454852
"1502",2023-12-09,1,"wk inc flu hosp",2023-12-16,"20","quantile",0.25,12.6549391522736
"1503",2023-12-09,1,"wk inc flu hosp",2023-12-16,"20","quantile",0.3,18.7561898815776
"1504",2023-12-09,1,"wk inc flu hosp",2023-12-16,"20","quantile",0.35,24.4694206251565
"1505",2023-12-09,1,"wk inc flu hosp",2023-12-16,"20","quantile",0.4,29.8719772289875
"1506",2023-12-09,1,"wk inc flu hosp",2023-12-16,"20","quantile",0.45,35.1624510943834
"1507",2023-12-09,1,"wk inc flu hosp",2023-12-16,"20","quantile",0.5,40.3059406414896
"1508",2023-12-09,1,"wk inc flu hosp",2023-12-16,"20","quantile",0.55,45.6251740624751
"1509",2023-12-09,1,"wk inc flu hosp",2023-12-16,"20","quantile",0.6,50.7883055718923
"1510",2023-12-09,1,"wk inc flu hosp",2023-12-16,"20","quantile",0.65,56.1405607711358
"1511",2023-12-09,1,"wk inc flu hosp",2023-12-16,"20","quantile",0.7,61.7411867782687
"1512",2023-12-09,1,"wk inc flu hosp",2023-12-16,"20","quantile",0.75,67.9601242521036
"1513",2023-12-09,1,"wk inc flu hosp",2023-12-16,"20","quantile",0.8,74.9308835584878
"1514",2023-12-09,1,"wk inc flu hosp",2023-12-16,"20","quantile",0.85,83.008772944163
"1515",2023-12-09,1,"wk inc flu hosp",2023-12-16,"20","quantile",0.9,93.2014832272061
"1516",2023-12-09,1,"wk inc flu hosp",2023-12-16,"20","quantile",0.95,108.483890892539
"1517",2023-12-09,1,"wk inc flu hosp",2023-12-16,"20","quantile",0.975,121.35761350867
"1518",2023-12-09,1,"wk inc flu hosp",2023-12-16,"20","quantile",0.99,136.684751866323
"1519",2023-12-09,2,"wk inc flu hosp",2023-12-23,"20","quantile",0.01,-83.1690159026495
"1520",2023-12-09,2,"wk inc flu hosp",2023-12-23,"20","quantile",0.025,-62.7968743363662
"1521",2023-12-09,2,"wk inc flu hosp",2023-12-23,"20","quantile",0.05,-46.3986937667153
"1522",2023-12-09,2,"wk inc flu hosp",2023-12-23,"20","quantile",0.1,-27.4410080450136
"1523",2023-12-09,2,"wk inc flu hosp",2023-12-23,"20","quantile",0.15,-14.4986888141321
"1524",2023-12-09,2,"wk inc flu hosp",2023-12-23,"20","quantile",0.2,-4.16020590527101
"1525",2023-12-09,2,"wk inc flu hosp",2023-12-23,"20","quantile",0.25,4.81329587109481
"1526",2023-12-09,2,"wk inc flu hosp",2023-12-23,"20","quantile",0.3,12.7293017221297
"1527",2023-12-09,2,"wk inc flu hosp",2023-12-23,"20","quantile",0.35,19.9919798940988
"1528",2023-12-09,2,"wk inc flu hosp",2023-12-23,"20","quantile",0.4,27.0488749623069
"1529",2023-12-09,2,"wk inc flu hosp",2023-12-23,"20","quantile",0.45,33.7388804183875
"1530",2023-12-09,2,"wk inc flu hosp",2023-12-23,"20","quantile",0.5,40.3408221431787
"1531",2023-12-09,2,"wk inc flu hosp",2023-12-23,"20","quantile",0.55,47.0499589462793
"1532",2023-12-09,2,"wk inc flu hosp",2023-12-23,"20","quantile",0.6,53.5832609454921
"1533",2023-12-09,2,"wk inc flu hosp",2023-12-23,"20","quantile",0.65,60.4408908944072
"1534",2023-12-09,2,"wk inc flu hosp",2023-12-23,"20","quantile",0.7,67.8218962645871
"1535",2023-12-09,2,"wk inc flu hosp",2023-12-23,"20","quantile",0.75,75.492635925158
"1536",2023-12-09,2,"wk inc flu hosp",2023-12-23,"20","quantile",0.8,84.1708657776927
"1537",2023-12-09,2,"wk inc flu hosp",2023-12-23,"20","quantile",0.85,94.3214167724186
"1538",2023-12-09,2,"wk inc flu hosp",2023-12-23,"20","quantile",0.9,106.883465077493
"1539",2023-12-09,2,"wk inc flu hosp",2023-12-23,"20","quantile",0.95,126.092985257351
"1540",2023-12-09,2,"wk inc flu hosp",2023-12-23,"20","quantile",0.975,142.665994748409
"1541",2023-12-09,2,"wk inc flu hosp",2023-12-23,"20","quantile",0.99,162.505516010904
"1542",2023-12-09,3,"wk inc flu hosp",2023-12-30,"20","quantile",0.01,-104.022317453848
"1543",2023-12-09,3,"wk inc flu hosp",2023-12-30,"20","quantile",0.025,-82.8684056863528
"1544",2023-12-09,3,"wk inc flu hosp",2023-12-30,"20","quantile",0.05,-62.8856340290919
"1545",2023-12-09,3,"wk inc flu hosp",2023-12-30,"20","quantile",0.1,-39.8394742750428
"1546",2023-12-09,3,"wk inc flu hosp",2023-12-30,"20","quantile",0.15,-24.0784779245935
"1547",2023-12-09,3,"wk inc flu hosp",2023-12-30,"20","quantile",0.2,-11.5772031303578
"1548",2023-12-09,3,"wk inc flu hosp",2023-12-30,"20","quantile",0.25,-1.43647883987996
"1549",2023-12-09,3,"wk inc flu hosp",2023-12-30,"20","quantile",0.3,7.87172970274575
"1550",2023-12-09,3,"wk inc flu hosp",2023-12-30,"20","quantile",0.35,16.5895856695028
"1551",2023-12-09,3,"wk inc flu hosp",2023-12-30,"20","quantile",0.4,24.8269434433403
"1552",2023-12-09,3,"wk inc flu hosp",2023-12-30,"20","quantile",0.45,32.5579474342798
"1553",2023-12-09,3,"wk inc flu hosp",2023-12-30,"20","quantile",0.5,40.4251588067164
"1554",2023-12-09,3,"wk inc flu hosp",2023-12-30,"20","quantile",0.55,48.4369649686383
"1555",2023-12-09,3,"wk inc flu hosp",2023-12-30,"20","quantile",0.6,56.5426903281877
"1556",2023-12-09,3,"wk inc flu hosp",2023-12-30,"20","quantile",0.65,64.6115374401974
"1557",2023-12-09,3,"wk inc flu hosp",2023-12-30,"20","quantile",0.7,73.1947222876117
"1558",2023-12-09,3,"wk inc flu hosp",2023-12-30,"20","quantile",0.75,82.4516136339487
"1559",2023-12-09,3,"wk inc flu hosp",2023-12-30,"20","quantile",0.8,92.8873247443339
"1560",2023-12-09,3,"wk inc flu hosp",2023-12-30,"20","quantile",0.85,105.273230126135
"1561",2023-12-09,3,"wk inc flu hosp",2023-12-30,"20","quantile",0.9,121.068467467943
"1562",2023-12-09,3,"wk inc flu hosp",2023-12-30,"20","quantile",0.95,142.883929927095
"1563",2023-12-09,3,"wk inc flu hosp",2023-12-30,"20","quantile",0.975,162.453584785367
"1564",2023-12-09,3,"wk inc flu hosp",2023-12-30,"20","quantile",0.99,186.322698844239
"1565",2023-12-09,0,"wk inc flu hosp",2023-12-09,"21","quantile",0.01,-74.6028767222205
"1566",2023-12-09,0,"wk inc flu hosp",2023-12-09,"21","quantile",0.025,-52.8822665214157
"1567",2023-12-09,0,"wk inc flu hosp",2023-12-09,"21","quantile",0.05,-34.8660990186546
"1568",2023-12-09,0,"wk inc flu hosp",2023-12-09,"21","quantile",0.1,-14.2651425965566
"1569",2023-12-09,0,"wk inc flu hosp",2023-12-09,"21","quantile",0.15,0.165064087142524
"1570",2023-12-09,0,"wk inc flu hosp",2023-12-09,"21","quantile",0.2,11.7649091933441
"1571",2023-12-09,0,"wk inc flu hosp",2023-12-09,"21","quantile",0.25,21.4851175913711
"1572",2023-12-09,0,"wk inc flu hosp",2023-12-09,"21","quantile",0.3,30.2820414654959
"1573",2023-12-09,0,"wk inc flu hosp",2023-12-09,"21","quantile",0.35,38.4334660242199
"1574",2023-12-09,0,"wk inc flu hosp",2023-12-09,"21","quantile",0.4,46.2516033385817
"1575",2023-12-09,0,"wk inc flu hosp",2023-12-09,"21","quantile",0.45,53.5976948118175
"1576",2023-12-09,0,"wk inc flu hosp",2023-12-09,"21","quantile",0.5,60.5583244994125
"1577",2023-12-09,0,"wk inc flu hosp",2023-12-09,"21","quantile",0.55,67.8861224909666
"1578",2023-12-09,0,"wk inc flu hosp",2023-12-09,"21","quantile",0.6,75.3472140104249
"1579",2023-12-09,0,"wk inc flu hosp",2023-12-09,"21","quantile",0.65,82.9846373518763
"1580",2023-12-09,0,"wk inc flu hosp",2023-12-09,"21","quantile",0.7,91.4061773474899
"1581",2023-12-09,0,"wk inc flu hosp",2023-12-09,"21","quantile",0.75,100.176021640627
"1582",2023-12-09,0,"wk inc flu hosp",2023-12-09,"21","quantile",0.8,109.714020036091
"1583",2023-12-09,0,"wk inc flu hosp",2023-12-09,"21","quantile",0.85,121.400277811026
"1584",2023-12-09,0,"wk inc flu hosp",2023-12-09,"21","quantile",0.9,135.556286627055
"1585",2023-12-09,0,"wk inc flu hosp",2023-12-09,"21","quantile",0.95,155.905435892614
"1586",2023-12-09,0,"wk inc flu hosp",2023-12-09,"21","quantile",0.975,173.631809717441
"1587",2023-12-09,0,"wk inc flu hosp",2023-12-09,"21","quantile",0.99,194.383401466361
"1588",2023-12-09,1,"wk inc flu hosp",2023-12-16,"21","quantile",0.01,-191.858257349734
"1589",2023-12-09,1,"wk inc flu hosp",2023-12-16,"21","quantile",0.025,-152.546464669716
"1590",2023-12-09,1,"wk inc flu hosp",2023-12-16,"21","quantile",0.05,-118.699926609417
"1591",2023-12-09,1,"wk inc flu hosp",2023-12-16,"21","quantile",0.1,-78.9438103545094
"1592",2023-12-09,1,"wk inc flu hosp",2023-12-16,"21","quantile",0.15,-51.5937224819806
"1593",2023-12-09,1,"wk inc flu hosp",2023-12-16,"21","quantile",0.2,-30.055229088532
"1594",2023-12-09,1,"wk inc flu hosp",2023-12-16,"21","quantile",0.25,-12.1675651178209
"1595",2023-12-09,1,"wk inc flu hosp",2023-12-16,"21","quantile",0.3,3.66948077210073
"1596",2023-12-09,1,"wk inc flu hosp",2023-12-16,"21","quantile",0.35,18.8435914911018
"1597",2023-12-09,1,"wk inc flu hosp",2023-12-16,"21","quantile",0.4,32.7984003246484
"1598",2023-12-09,1,"wk inc flu hosp",2023-12-16,"21","quantile",0.45,46.8114319725204
"1599",2023-12-09,1,"wk inc flu hosp",2023-12-16,"21","quantile",0.5,60.1092758949773
"1600",2023-12-09,1,"wk inc flu hosp",2023-12-16,"21","quantile",0.55,73.8217206986174
"1601",2023-12-09,1,"wk inc flu hosp",2023-12-16,"21","quantile",0.6,87.6126082157001
"1602",2023-12-09,1,"wk inc flu hosp",2023-12-16,"21","quantile",0.65,101.354551779513
"1603",2023-12-09,1,"wk inc flu hosp",2023-12-16,"21","quantile",0.7,116.921990568246
"1604",2023-12-09,1,"wk inc flu hosp",2023-12-16,"21","quantile",0.75,133.077180951077
"1605",2023-12-09,1,"wk inc flu hosp",2023-12-16,"21","quantile",0.8,151.410884518934
"1606",2023-12-09,1,"wk inc flu hosp",2023-12-16,"21","quantile",0.85,172.456729948508
"1607",2023-12-09,1,"wk inc flu hosp",2023-12-16,"21","quantile",0.9,198.955651224845
"1608",2023-12-09,1,"wk inc flu hosp",2023-12-16,"21","quantile",0.95,238.879153983749
"1609",2023-12-09,1,"wk inc flu hosp",2023-12-16,"21","quantile",0.975,272.246115566386
"1610",2023-12-09,1,"wk inc flu hosp",2023-12-16,"21","quantile",0.99,312.27972687255
"1611",2023-12-09,2,"wk inc flu hosp",2023-12-23,"21","quantile",0.01,-269.917413970511
"1612",2023-12-09,2,"wk inc flu hosp",2023-12-23,"21","quantile",0.025,-214.428558225006
"1613",2023-12-09,2,"wk inc flu hosp",2023-12-23,"21","quantile",0.05,-170.816787395207
"1614",2023-12-09,2,"wk inc flu hosp",2023-12-23,"21","quantile",0.1,-120.098958622563
"1615",2023-12-09,2,"wk inc flu hosp",2023-12-23,"21","quantile",0.15,-85.9503678322168
"1616",2023-12-09,2,"wk inc flu hosp",2023-12-23,"21","quantile",0.2,-57.8455183123849
"1617",2023-12-09,2,"wk inc flu hosp",2023-12-23,"21","quantile",0.25,-34.7223861267534
"1618",2023-12-09,2,"wk inc flu hosp",2023-12-23,"21","quantile",0.3,-13.8476551572643
"1619",2023-12-09,2,"wk inc flu hosp",2023-12-23,"21","quantile",0.35,6.74919851983837
"1620",2023-12-09,2,"wk inc flu hosp",2023-12-23,"21","quantile",0.4,25.4067458152273
"1621",2023-12-09,2,"wk inc flu hosp",2023-12-23,"21","quantile",0.45,43.3027482981604
"1622",2023-12-09,2,"wk inc flu hosp",2023-12-23,"21","quantile",0.5,61.0044831638652
"1623",2023-12-09,2,"wk inc flu hosp",2023-12-23,"21","quantile",0.55,78.9263461627611
"1624",2023-12-09,2,"wk inc flu hosp",2023-12-23,"21","quantile",0.6,97.2639552824428
"1625",2023-12-09,2,"wk inc flu hosp",2023-12-23,"21","quantile",0.65,115.851489854894
"1626",2023-12-09,2,"wk inc flu hosp",2023-12-23,"21","quantile",0.7,135.288364610427
"1627",2023-12-09,2,"wk inc flu hosp",2023-12-23,"21","quantile",0.75,156.013484775181
"1628",2023-12-09,2,"wk inc flu hosp",2023-12-23,"21","quantile",0.8,179.982122035321
"1629",2023-12-09,2,"wk inc flu hosp",2023-12-23,"21","quantile",0.85,208.316959551228
"1630",2023-12-09,2,"wk inc flu hosp",2023-12-23,"21","quantile",0.9,243.285740255326
"1631",2023-12-09,2,"wk inc flu hosp",2023-12-23,"21","quantile",0.95,294.479291597339
"1632",2023-12-09,2,"wk inc flu hosp",2023-12-23,"21","quantile",0.975,339.054214990268
"1633",2023-12-09,2,"wk inc flu hosp",2023-12-23,"21","quantile",0.99,392.029735989232
"1634",2023-12-09,3,"wk inc flu hosp",2023-12-30,"21","quantile",0.01,-331.337277316265
"1635",2023-12-09,3,"wk inc flu hosp",2023-12-30,"21","quantile",0.025,-274.309190091419
"1636",2023-12-09,3,"wk inc flu hosp",2023-12-30,"21","quantile",0.05,-221.223938580411
"1637",2023-12-09,3,"wk inc flu hosp",2023-12-30,"21","quantile",0.1,-157.501295873571
"1638",2023-12-09,3,"wk inc flu hosp",2023-12-30,"21","quantile",0.15,-116.263791357271
"1639",2023-12-09,3,"wk inc flu hosp",2023-12-30,"21","quantile",0.2,-82.0660985583321
"1640",2023-12-09,3,"wk inc flu hosp",2023-12-30,"21","quantile",0.25,-54.0700730134756
"1641",2023-12-09,3,"wk inc flu hosp",2023-12-30,"21","quantile",0.3,-28.8627511424101
"1642",2023-12-09,3,"wk inc flu hosp",2023-12-30,"21","quantile",0.35,-5.83946668409333
"1643",2023-12-09,3,"wk inc flu hosp",2023-12-30,"21","quantile",0.4,17.0638542287302
"1644",2023-12-09,3,"wk inc flu hosp",2023-12-30,"21","quantile",0.45,39.1658404080432
"1645",2023-12-09,3,"wk inc flu hosp",2023-12-30,"21","quantile",0.5,60.6745162734615
"1646",2023-12-09,3,"wk inc flu hosp",2023-12-30,"21","quantile",0.55,81.660163876025
"1647",2023-12-09,3,"wk inc flu hosp",2023-12-30,"21","quantile",0.6,104.074736247171
"1648",2023-12-09,3,"wk inc flu hosp",2023-12-30,"21","quantile",0.65,126.744639200247
"1649",2023-12-09,3,"wk inc flu hosp",2023-12-30,"21","quantile",0.7,149.958874652021
"1650",2023-12-09,3,"wk inc flu hosp",2023-12-30,"21","quantile",0.75,174.526447327674
"1651",2023-12-09,3,"wk inc flu hosp",2023-12-30,"21","quantile",0.8,203.87577745872
"1652",2023-12-09,3,"wk inc flu hosp",2023-12-30,"21","quantile",0.85,236.984116382633
"1653",2023-12-09,3,"wk inc flu hosp",2023-12-30,"21","quantile",0.9,278.574889294022
"1654",2023-12-09,3,"wk inc flu hosp",2023-12-30,"21","quantile",0.95,338.301084567958
"1655",2023-12-09,3,"wk inc flu hosp",2023-12-30,"21","quantile",0.975,389.419674931953
"1656",2023-12-09,3,"wk inc flu hosp",2023-12-30,"21","quantile",0.99,450.262950477262
"1657",2023-12-09,0,"wk inc flu hosp",2023-12-09,"22","quantile",0.01,34.5341532249996
"1658",2023-12-09,0,"wk inc flu hosp",2023-12-09,"22","quantile",0.025,47.9976473862175
"1659",2023-12-09,0,"wk inc flu hosp",2023-12-09,"22","quantile",0.05,58.7199524523951
"1660",2023-12-09,0,"wk inc flu hosp",2023-12-09,"22","quantile",0.1,71.7800765732274
"1661",2023-12-09,0,"wk inc flu hosp",2023-12-09,"22","quantile",0.15,80.4340923000771
"1662",2023-12-09,0,"wk inc flu hosp",2023-12-09,"22","quantile",0.2,87.3325365627655
"1663",2023-12-09,0,"wk inc flu hosp",2023-12-09,"22","quantile",0.25,93.13804881953
"1664",2023-12-09,0,"wk inc flu hosp",2023-12-09,"22","quantile",0.3,98.3618791165947
"1665",2023-12-09,0,"wk inc flu hosp",2023-12-09,"22","quantile",0.35,103.322368541787
"1666",2023-12-09,0,"wk inc flu hosp",2023-12-09,"22","quantile",0.4,107.977090247115
"1667",2023-12-09,0,"wk inc flu hosp",2023-12-09,"22","quantile",0.45,112.38753948593
"1668",2023-12-09,0,"wk inc flu hosp",2023-12-09,"22","quantile",0.5,116.76515072425
"1669",2023-12-09,0,"wk inc flu hosp",2023-12-09,"22","quantile",0.55,121.160476378707
"1670",2023-12-09,0,"wk inc flu hosp",2023-12-09,"22","quantile",0.6,125.485998639916
"1671",2023-12-09,0,"wk inc flu hosp",2023-12-09,"22","quantile",0.65,130.099948501271
"1672",2023-12-09,0,"wk inc flu hosp",2023-12-09,"22","quantile",0.7,134.878786203861
"1673",2023-12-09,0,"wk inc flu hosp",2023-12-09,"22","quantile",0.75,140.112365619297
"1674",2023-12-09,0,"wk inc flu hosp",2023-12-09,"22","quantile",0.8,146.071240565473
"1675",2023-12-09,0,"wk inc flu hosp",2023-12-09,"22","quantile",0.85,152.834548855234
"1676",2023-12-09,0,"wk inc flu hosp",2023-12-09,"22","quantile",0.9,161.171012033016
"1677",2023-12-09,0,"wk inc flu hosp",2023-12-09,"22","quantile",0.95,173.497181398416
"1678",2023-12-09,0,"wk inc flu hosp",2023-12-09,"22","quantile",0.975,185.144555472612
"1679",2023-12-09,0,"wk inc flu hosp",2023-12-09,"22","quantile",0.99,196.920129708489
"1680",2023-12-09,1,"wk inc flu hosp",2023-12-16,"22","quantile",0.01,-14.0297582889772
"1681",2023-12-09,1,"wk inc flu hosp",2023-12-16,"22","quantile",0.025,6.50676958945692
"1682",2023-12-09,1,"wk inc flu hosp",2023-12-16,"22","quantile",0.05,25.3522702916515
"1683",2023-12-09,1,"wk inc flu hosp",2023-12-16,"22","quantile",0.1,45.9128165313173
