"pred_ili[14,13]","pred_ili[15,13]","pred_ili[16,13]","pred_ili[17,13]","pred_ili[18,13]","pred_ili[19,13]"
0.0110482,0.0127218,0.0174308,0.0126258,0.0119454,0.012175
0.010915,0.0161053,0.0137315,0.0117636,0.0111979,0.0116341
0.0107971,0.0119431,0.0133468,0.0101778,0.0127091,0.015655
0.0116109,0.0131185,0.0157025,0.0103757,0.0124241,0.0104151
0.012346,0.0125915,0.016461,0.0100607,0.0140403,0.0118384
0.0106567,0.0100327,0.014933,0.0106708,0.0107924,0.010976
0.0075238,0.00913272,0.0107724,0.0110397,0.0113875,0.014181
0.00978973,0.00992291,0.0116466,0.00933335,0.0100144,0.0105296
0.0111679,0.015795,0.0151083,0.012416,0.0114799,0.0207432
0.00966934,0.00862237,0.00929352,0.0075565,0.0084437,0.00782828
0.0102355,0.01765,0.0173971,0.0196658,0.0227336,0.0253368
0.0097615,0.00946382,0.0110898,0.00814051,0.00776293,0.00764369
0.0116408,0.0160752,0.0164947,0.0205955,0.0180997,0.0258458
0.0105007,0.0121542,0.0139808,0.00928107,0.0103589,0.00974869
0.00933231,0.0077931,0.0125796,0.0102415,0.0102211,0.00734906
0.010112,0.012449,0.0140438,0.0111713,0.0123243,0.013092
0.00784409,0.0152115,0.0195775,0.0103053,0.0123404,0.0123758
0.0111883,0.0130524,0.0199009,0.0135064,0.0146205,0.0148356
0.00991083,0.0133987,0.0168761,0.0107528,0.0125294,0.015312
0.0108255,0.0134067,0.0125987,0.0130813,0.00872481,0.0140875
0.0100974,0.0112755,0.0130839,0.0126169,0.011287,0.0103554
0.0106464,0.0127942,0.0115556,0.0117897,0.0101249,0.00985359
0.00929828,0.011706,0.0164301,0.0128104,0.0142702,0.0134594
0.0121221,0.0105134,0.0147162,0.0111101,0.00819319,0.0117198
0.0102921,0.0109765,0.0121186,0.0110882,0.0138443,0.0144139
0.00745235,0.00901145,0.0155416,0.0130844,0.0120088,0.0137771
0.0133155,0.0137917,0.015672,0.0115622,0.0132474,0.0120977
0.00904676,0.0118866,0.0129397,0.00836481,0.0107064,0.01108
0.0101753,0.0113152,0.0108208,0.00837252,0.00861133,0.00985824
0.0108906,0.0131247,0.0164565,0.0100709,0.0133768,0.0151454
0.00926957,0.0118813,0.0125353,0.0111676,0.00967242,0.0117872
0.00969937,0.00930943,0.0134157,0.00948571,0.0115593,0.012078
0.00929625,0.0141983,0.0158287,0.0139628,0.0140725,0.0150157
0.0106422,0.0144618,0.0139082,0.0116375,0.0112757,0.0138609
0.00958656,0.012847,0.0129958,0.0115794,0.0110371,0.0129633
0.0105121,0.0125968,0.0161203,0.0138844,0.0115783,0.0119462
0.010082,0.0121301,0.0142281,0.00881722,0.0105843,0.0103532
0.0120258,0.0126953,0.0140113,0.0140787,0.0131521,0.0126333
0.0109698,0.0131641,0.0158419,0.0115658,0.0094145,0.0104297
0.011795,0.0107378,0.0123024,0.0111455,0.0126066,0.0136601
0.0083756,0.0102452,0.0124784,0.00805073,0.00915618,0.0105188
0.0114166,0.0154426,0.0152818,0.00884597,0.011118,0.0108484
0.00954805,0.010987,0.0147498,0.011315,0.0111356,0.013009
0.00842326,0.0110477,0.0106009,0.0119285,0.00994518,0.0112988
0.0114589,0.0156499,0.0181932,0.0179606,0.0189209,0.023647
0.0101942,0.0129394,0.0139277,0.00947452,0.0123925,0.0126619
0.011707,0.0138684,0.0145782,0.0125789,0.0134324,0.0178499
0.009527,0.0131053,0.0137263,0.011524,0.0130662,0.0159353
0.00833006,0.0108775,0.0136105,0.015764,0.0143451,0.0200025
0.0113843,0.0145685,0.0160553,0.0151152,0.0175382,0.0164878
0.0103705,0.0138608,0.0146423,0.0124995,0.011393,0.0253419
0.0123433,0.0112966,0.0131502,0.0101595,0.0120596,0.0135811
0.0116215,0.0207284,0.0329134,0.0506219,0.114352,0.247336
0.0111958,0.0124087,0.0157948,0.0107673,0.011574,0.0132854
0.00945988,0.0130461,0.0117094,0.0153861,0.0114815,0.010604
0.00862151,0.0106916,0.0134815,0.0118533,0.0134481,0.014353
0.012789,0.0117523,0.0135845,0.0102737,0.0107663,0.0134488
0.0138082,0.0137926,0.0128991,0.013889,0.0121587,0.0135556
0.0107612,0.0145285,0.0140332,0.00952377,0.0128561,0.0110794
0.0108885,0.014526,0.0154904,0.0100183,0.0160052,0.0156774
0.00750653,0.0114367,0.0144714,0.00895991,0.00995572,0.00881263
0.0127453,0.0131896,0.019584,0.0139575,0.0128135,0.0185593
0.0117135,0.0117652,0.0138727,0.00920229,0.0121924,0.0110806
0.0103359,0.0118615,0.0181927,0.0121454,0.0129892,0.0163214
0.00895142,0.0120679,0.0161564,0.0109909,0.0111209,0.0118668
0.0101697,0.0124111,0.0139708,0.0123066,0.0113285,0.0112236
0.0108569,0.00896695,0.0123713,0.00758995,0.00958414,0.00560916
0.0124196,0.0140274,0.0189674,0.0132354,0.0139814,0.0140927
0.009558,0.0130242,0.0136367,0.00812132,0.013341,0.0100811
0.011262,0.0138074,0.0128076,0.00960788,0.010289,0.00947591
0.0127153,0.0118321,0.0129535,0.00850742,0.00775805,0.00796387
0.00998006,0.0127476,0.0162221,0.00745983,0.00949209,0.00660265
0.00826365,0.0114892,0.0109222,0.00947058,0.00817496,0.00782496
0.0134136,0.0133113,0.0128806,0.0075776,0.00864866,0.00736456
0.0111883,0.0134728,0.00954529,0.00445675,0.00248896,0.00182396
0.0112794,0.013637,0.010726,0.0055527,0.00516009,0.00443447
0.0106278,0.0121914,0.0126304,0.00666172,0.00337536,0.0036206
0.00942141,0.013323,0.0167997,0.0122167,0.0111002,0.0142762
0.0111473,0.0133569,0.0145539,0.01021,0.00981451,0.014514
0.0104759,0.0117076,0.01193,0.0113977,0.0129577,0.0115263
0.0101448,0.0101342,0.0109473,0.00696949,0.00672798,0.00506442
0.00855884,0.010359,0.0103971,0.012458,0.00993697,0.0133821
0.0115489,0.0131691,0.01235,0.0113094,0.0120393,0.0129146
0.0128914,0.0126974,0.0127733,0.0108973,0.0107051,0.0148803
0.0117466,0.0137864,0.0136222,0.00991019,0.0127008,0.0109992
0.0114213,0.0148298,0.0141795,0.0104363,0.0122047,0.00985381
0.00883608,0.0130613,0.0142732,0.0102434,0.0119916,0.0105839
0.00916436,0.0144121,0.0121698,0.0109883,0.0109225,0.0108344
0.0101324,0.0109026,0.0116372,0.0106558,0.0118679,0.0101524
0.00979604,0.0145636,0.0158171,0.0138946,0.0187394,0.0421523
0.00959132,0.0122296,0.0108553,0.00961108,0.0110267,0.0128904
0.0107812,0.0127029,0.0172022,0.0125039,0.0127549,0.0105138
0.00910907,0.0108937,0.0138123,0.0123315,0.0114765,0.0112112
0.013235,0.0140641,0.0127916,0.00915674,0.010669,0.0120739
0.010689,0.00951961,0.0128918,0.0113641,0.013735,0.0332998
0.00960913,0.0132595,0.0133044,0.0200272,0.0372859,0.0803023
0.0109888,0.0101857,0.0134276,0.0115809,0.0109381,0.0141951
0.00945036,0.0110873,0.0101878,0.0114169,0.0069549,0.0102106
0.0127586,0.0158592,0.0171724,0.0177224,0.0212396,0.0308151
0.0100044,0.00975752,0.0113052,0.0107899,0.0122272,0.0124161
0.00888977,0.0131018,0.0138176,0.0098991,0.0133495,0.00965943
0.0103209,0.0142623,0.0150779,0.0145508,0.0218167,0.0293735
0.011225,0.0113163,0.0152947,0.0119279,0.0133006,0.0126109
0.0118072,0.0155802,0.0165045,0.0133377,0.0124691,0.0148952
0.0116406,0.0129393,0.013915,0.00999433,0.0122756,0.0127809
0.00914515,0.0154252,0.0140204,0.0125592,0.0120392,0.0145516
0.0109555,0.012352,0.0175267,0.0119873,0.0120635,0.00782419
0.0130896,0.0137411,0.0161653,0.0139097,0.0122656,0.0139907
0.0103829,0.0130033,0.0137782,0.012146,0.013699,0.013966
0.0111275,0.0162761,0.0177471,0.0136149,0.0186466,0.0145003
0.0110568,0.0113873,0.0105449,0.00836664,0.00834149,0.00976154
0.00912432,0.0124404,0.0127932,0.00833522,0.00972405,0.0119279
0.0100181,0.0119808,0.0164391,0.0131215,0.0119852,0.0171823
0.0118017,0.0143741,0.0143474,0.0139645,0.0179743,0.0201925
0.0106416,0.017935,0.016116,0.0119152,0.0175805,0.0225838
0.011878,0.0152976,0.0144396,0.0106171,0.0116956,0.0110061
0.0109497,0.013354,0.0148602,0.01589,0.0161273,0.0177674
0.010927,0.0152802,0.0130399,0.0110193,0.0134165,0.0093491
0.00975756,0.0146805,0.0140861,0.0105124,0.010797,0.013067
0.00913972,0.0107132,0.0156382,0.0135684,0.0159505,0.0159375
0.00759446,0.0155004,0.019646,0.0233504,0.0177661,0.0214053
0.0130706,0.0166925,0.0159725,0.0150856,0.019975,0.0403619
0.00795635,0.0142368,0.0129592,0.0110418,0.0113161,0.011312
0.0126379,0.0149262,0.020516,0.0167759,0.0205182,0.0286171
0.00949453,0.017555,0.0120804,0.0112233,0.0125581,0.012051
0.0122587,0.0150609,0.0147263,0.0111309,0.0114004,0.0122765
0.0101912,0.0206997,0.0265083,0.0186339,0.0296187,0.0263139
0.0134433,0.0102212,0.0185597,0.0104707,0.0149228,0.0133035
0.00888108,0.0143361,0.0163737,0.0113728,0.0121882,0.0115257
0.0102856,0.0125596,0.0150481,0.0121179,0.0117505,0.0102535
0.00834328,0.0144937,0.0170282,0.0194589,0.0195301,0.0219002
0.0089713,0.013141,0.0154599,0.0121163,0.011558,0.0133612
0.0106883,0.01363,0.0179566,0.0130539,0.0155097,0.0225902
0.0105461,0.0106926,0.0146418,0.0104148,0.0128567,0.0147021
0.00815648,0.0123356,0.0107028,0.0133795,0.0114466,0.0105021
0.010968,0.0132764,0.0133966,0.0117298,0.0130924,0.0142432
0.0102216,0.0126291,0.0145269,0.0111006,0.0109044,0.0118921
0.00816874,0.0116888,0.0145354,0.0149489,0.0109053,0.011719
0.0104919,0.0145057,0.0150513,0.012179,0.0129086,0.0138443
0.0130791,0.0127418,0.0165254,0.0145812,0.0164476,0.0177528
0.00857286,0.013697,0.0138181,0.0102133,0.0104922,0.0120816
0.0126313,0.0137797,0.0190613,0.0144577,0.0156644,0.0166731
0.00986397,0.0132868,0.0154819,0.00908082,0.0113717,0.0114496
0.00876532,0.0120008,0.0179977,0.0150066,0.015151,0.0138855
0.00882069,0.0138898,0.0170078,0.0152612,0.0147887,0.0128219
0.0101227,0.0134432,0.0144071,0.0121601,0.0117913,0.0149481
0.011082,0.0135229,0.0156949,0.0125933,0.016509,0.0209204
0.00878041,0.0170346,0.0164582,0.0153236,0.014459,0.0143917
0.00943931,0.0161505,0.0157562,0.0125638,0.0115051,0.0129694
0.010299,0.0133016,0.0138801,0.0121963,0.01139,0.0148398
0.00819871,0.0126587,0.0140918,0.0105017,0.00858746,0.0090527
0.009389,0.0103368,0.0127863,0.0123579,0.0107414,0.0104466
0.00887203,0.0119666,0.0128838,0.010889,0.0112613,0.0110431
0.0106194,0.00953487,0.0111496,0.0115891,0.0112933,0.0110161
0.00910967,0.0160194,0.0188531,0.0151664,0.0162672,0.0185524
0.00941144,0.010475,0.0108065,0.0138344,0.012639,0.0197975
0.0102188,0.00994015,0.00890289,0.00970436,0.0094247,0.00853366
0.0109126,0.0143144,0.011433,0.00787216,0.00753561,0.00824063
0.0101796,0.0100935,0.0103478,0.00886782,0.00803213,0.00920034
0.00822539,0.0118227,0.00584231,0.0101323,0.00612597,0.00688768
0.00927214,0.0119521,0.0144776,0.0113006,0.0107817,0.0145092
0.00997886,0.0121517,0.0236413,0.0216961,0.0228403,0.0296442
0.0106243,0.0111569,0.0141849,0.00822414,0.00638895,0.00813524
0.0100534,0.0147513,0.0233158,0.0194354,0.0411318,0.0417424
0.00951086,0.0110704,0.0103631,0.0047998,0.00532996,0.00666968
0.00996959,0.0165898,0.0174447,0.0119625,0.0127104,0.008517
0.00733469,0.00822159,0.0112133,0.00557385,0.00780771,0.00811675
0.0109412,0.0135495,0.0279002,0.0284751,0.0314643,0.0283674
0.0125789,0.0129943,0.0162459,0.0107924,0.00840973,0.00947696
0.0087136,0.00949932,0.0136805,0.0180331,0.0191833,0.0252711
0.009087,0.015636,0.0204459,0.0164198,0.0203897,0.0208879
0.0116396,0.0127881,0.0102399,0.0101931,0.00856739,0.00763672
0.00914217,0.00813772,0.00853824,0.00664435,0.00569573,0.00593179
0.0101545,0.00961863,0.0103749,0.00874413,0.00870871,0.00592814
0.0113263,0.0158109,0.0140802,0.0113593,0.0119442,0.0163853
0.0104887,0.0090491,0.00929589,0.010594,0.00684812,0.0106099
0.0100339,0.0160523,0.013347,0.00634449,0.00648696,0.00885556
0.00943729,0.0106671,0.013529,0.011858,0.013,0.0139023
0.00961007,0.0112197,0.00916679,0.00724886,0.00836288,0.0080627
0.00988677,0.0104603,0.00842235,0.0100196,0.00861045,0.00726762
0.00727724,0.0134809,0.00956611,0.00808381,0.0119831,0.0112503
0.0101534,0.0127338,0.0129616,0.010554,0.0116121,0.0132861
0.0109455,0.0128545,0.0136664,0.0105556,0.00833822,0.00834055
0.00992334,0.0196902,0.020264,0.0157709,0.0139465,0.0178343
0.00956442,0.0141039,0.0178465,0.0096852,0.00793061,0.0128959
0.011091,0.0103159,0.0188474,0.0142002,0.022414,0.0206169
0.0100079,0.0126002,0.0155232,0.0150354,0.0119221,0.0136619
0.00947267,0.0113205,0.0125389,0.0108271,0.0105876,0.012316
0.00951343,0.0111135,0.00830381,0.00763594,0.00840643,0.0115731
0.00994674,0.0109248,0.00997721,0.0100148,0.0175065,0.0212479
0.0113572,0.0120327,0.0141302,0.0138271,0.0128472,0.0142021
0.00876643,0.0116936,0.0125983,0.0129063,0.0249793,0.0499889
0.0105622,0.0109251,0.0123381,0.00923873,0.00989424,0.00887938
0.0121885,0.0127212,0.0127307,0.0133876,0.0121601,0.0165001
0.00896854,0.0148286,0.014291,0.0117309,0.0115712,0.00992755
0.0116325,0.0127572,0.0149652,0.00959571,0.0106929,0.013084
0.00944285,0.0133614,0.0181606,0.0156252,0.0143446,0.0163962
0.0113951,0.0111559,0.0129334,0.0110434,0.0114085,0.0125317
0.0105616,0.0122822,0.013523,0.0131686,0.0126434,0.0101088
0.0119161,0.0135907,0.0161756,0.0137336,0.0130636,0.0146434
0.0122845,0.0138192,0.0144264,0.0119501,0.0124908,0.0136037
0.0109917,0.0138819,0.0180735,0.0139341,0.0134424,0.0147092
0.00858442,0.0139943,0.013717,0.0100967,0.0129518,0.0146115
0.00839723,0.0152448,0.0173306,0.0122872,0.0140498,0.0115932
0.0111913,0.0116923,0.0128691,0.012129,0.0116742,0.0131957
0.00972617,0.0132639,0.0131231,0.0128921,0.011944,0.0119201
0.0115664,0.0134222,0.0138939,0.0108878,0.0137171,0.0138738
0.0104006,0.014718,0.0147426,0.012787,0.0140289,0.0141832
0.0117203,0.0109527,0.0115583,0.0149671,0.0111585,0.0133259
0.0109169,0.0143422,0.0203874,0.0267956,0.0973068,0.269138
0.0109189,0.0115753,0.0111751,0.0146037,0.0507,0.429323
0.00974966,0.0130667,0.0152243,0.00919746,0.00983234,0.00895576
0.0121785,0.0139612,0.0137224,0.0118233,0.0116094,0.0118342
0.0104572,0.0123408,0.0149939,0.00986454,0.0108578,0.0101522
0.0107236,0.0150241,0.0185162,0.0129624,0.01637,0.0158906
0.00936681,0.00954282,0.00969395,0.00614825,0.00684792,0.0110493
0.00963784,0.0162905,0.0186598,0.0129833,0.0180186,0.0210273
0.010639,0.0113784,0.0174962,0.0157788,0.0196777,0.0199482
0.00949477,0.0129559,0.0121146,0.00845595,0.0102478,0.00844143
0.0099286,0.0126138,0.0143023,0.0113293,0.00934773,0.0100606
0.0121584,0.0134823,0.0141473,0.0110473,0.0121198,0.0148918
0.0104913,0.0113694,0.0156608,0.0124674,0.012617,0.0125622
0.010258,0.0118489,0.0109869,0.0123921,0.0125704,0.0106439
0.0100249,0.0109656,0.015088,0.0109455,0.0193986,0.0157459
0.0102235,0.0124353,0.0116252,0.010365,0.0105509,0.0180628
0.00576697,0.00652926,0.0194275,0.0131802,0.0132317,0.00651093
0.00973004,0.0139308,0.0163814,0.0153924,0.0118316,0.0118382
0.0101695,0.00749116,0.00694755,0.00548413,0.00498434,0.00378474
0.0111061,0.0131389,0.0120334,0.00966958,0.0113539,0.010897
0.0107074,0.0127842,0.0135043,0.0117126,0.00883714,0.00526805
0.00939931,0.00531905,0.00587282,0.00618947,0.00558065,0.00660112
0.0112194,0.0134317,0.0146368,0.00763656,0.0125993,0.0119698
0.0106718,0.0129411,0.0135828,0.0130736,0.0108421,0.01264
0.00991025,0.0111033,0.0115698,0.0116886,0.0123876,0.0121489
0.0113202,0.0115595,0.0139711,0.0104713,0.0115153,0.0104938
0.0100338,0.0128165,0.0147758,0.0145911,0.0129945,0.0142582
0.00928882,0.0108957,0.0113606,0.0105263,0.0114104,0.012782
0.0146197,0.01234,0.0130146,0.0162491,0.0142182,0.0148993
0.0107044,0.012696,0.0201409,0.0130964,0.013691,0.0121424
0.00897827,0.00689749,0.00786567,0.00585664,0.00691832,0.00578731
0.0113416,0.0163797,0.0170491,0.0117591,0.0136336,0.014603
0.00912146,0.0118128,0.0156637,0.0109484,0.00908943,0.0115114
0.00949464,0.0120333,0.0130954,0.010798,0.0128234,0.00872518
0.00932897,0.0111474,0.0103439,0.00723797,0.00784044,0.00768187
0.00886257,0.014245,0.0149925,0.0109902,0.0106068,0.0093093
0.0103687,0.0102455,0.0137554,0.0105375,0.00973222,0.0109959
0.00978574,0.0127103,0.0142057,0.00979591,0.01084,0.00847468
0.010597,0.0125544,0.0152325,0.0129095,0.0125516,0.0168537
0.0104578,0.0113884,0.0129996,0.0105724,0.0118133,0.0110582
0.0114009,0.0134171,0.0124267,0.0102902,0.000510781,0.000273416
0.0117333,0.0117156,0.0167487,0.0154628,0.0154862,0.0138519
0.0132898,0.0143081,0.0173824,0.0131773,0.0165008,0.011804
0.00763052,0.0100877,0.0134163,0.0107978,0.0108624,0.0087367
0.011191,0.0137968,0.0176281,0.0178634,0.0134103,0.018173
0.00992249,0.0105364,0.0134028,0.0107697,0.012273,0.0117276
0.0101301,0.0121415,0.0159774,0.0105892,0.0115821,0.0123253
0.0110971,0.0147673,0.0180071,0.0130852,0.0174425,0.0208999
0.0093524,0.014635,0.0151783,0.0118616,0.0114403,0.0135248
0.00841002,0.0114572,0.00929503,0.00938371,0.00757048,0.0067563
0.0104328,0.0143425,0.0138311,0.0152506,0.0143419,0.0140789
0.0098895,0.0106548,0.011569,0.0102186,0.00913329,0.0122233
0.0111446,0.0106532,0.0136255,0.0122442,0.0083711,0.0088104
0.0122132,0.0135346,0.015413,0.0102937,0.0105991,0.0138121
0.0138441,0.0166202,0.0144075,0.0126167,0.014774,0.0141024
0.00870028,0.0138885,0.0151476,0.00847574,0.0104556,0.0107962
0.010229,0.0147538,0.0163448,0.0117448,0.0142978,0.015468
0.00924683,0.0160616,0.0148131,0.0102791,0.0121617,0.0167287
0.00985313,0.0126984,0.0141056,0.00946986,0.00938545,0.0100836
0.00965521,0.0130814,0.0161733,0.0111154,0.0133191,0.0152596
0.00887642,0.0118823,0.0147722,0.0113075,0.0113178,0.0111392
0.0122233,0.0171777,0.0158173,0.013691,0.0137708,0.015931
0.00924023,0.0110964,0.0122615,0.00936043,0.00955294,0.0114306
0.0113682,0.0131756,0.0175705,0.0134976,0.0140119,0.016522
0.00874581,0.0104277,0.0110358,0.0105803,0.00662156,0.0103348
0.00999342,0.0169974,0.0192134,0.0155614,0.0184918,0.0176813
0.0126376,0.0132728,0.0155901,0.0143527,0.0150814,0.0179238
0.0102563,0.0111796,0.0148449,0.0151594,0.0164676,0.0116552
0.0100002,0.0149677,0.0173314,0.0115412,0.00979808,0.0129962
0.00961417,0.0158815,0.0166749,0.0100021,0.0114439,0.0100804
0.0110983,0.0123394,0.0107389,0.0112155,0.0109857,0.0138249
0.00817537,0.0153542,0.0130168,0.0124317,0.0116977,0.0159438
0.00941093,0.0167909,0.015761,0.0138347,0.0145793,0.0148994
0.0118023,0.0120066,0.0155754,0.0117549,0.0139094,0.0137663
0.0124752,0.0119859,0.0134551,0.0163455,0.0160773,0.0156565
0.00935972,0.0114818,0.0130259,0.0100239,0.0100444,0.0102793
0.013886,0.0103288,0.018366,0.0187046,0.0169586,0.0167152
0.00905123,0.0127985,0.0181379,0.0210691,0.0697024,0.215787
0.0100452,0.0137797,0.0172232,0.0173148,0.0150494,0.0149225
0.0111613,0.0134522,0.0110941,0.00645925,0.00596855,0.00626011
0.00964063,0.00755051,0.0102285,0.00779788,0.00960353,0.0102591
0.0108818,0.0152135,0.0156606,0.00986531,0.013338,0.0121201
0.00943121,0.0112668,0.0121457,0.0106653,0.0101787,0.00905783
0.0136403,0.01572,0.0196634,0.0152176,0.0177581,0.0172631
0.0101573,0.0152284,0.0193858,0.0134846,0.0136192,0.0140297
0.013147,0.0145613,0.0123716,0.0115081,0.0140866,0.0107475
0.0093997,0.0159066,0.0257258,0.0292006,0.0410877,0.056367
0.0108587,0.0155898,0.0133941,0.0122318,0.0163471,0.0157515
0.0118357,0.0127821,0.0148617,0.0133344,0.0137565,0.0137116
0.0108017,0.0131421,0.0137764,0.0119274,0.0150411,0.0130758
0.00978716,0.011929,0.0148763,0.00930144,0.0116091,0.0121531
0.0101502,0.0144836,0.0181977,0.015258,0.019837,0.0230928
0.0124642,0.0122788,0.0129096,0.00969533,0.0105451,0.0119035
0.0101906,0.013567,0.0179081,0.0128091,0.0123956,0.0152104
0.0114181,0.0159666,0.0157307,0.0113064,0.0119551,0.0127926
0.00984415,0.013367,0.0157494,0.0123529,0.0171783,0.014664
0.00946714,0.0150063,0.0141403,0.00980244,0.012494,0.0117365
0.00884137,0.014143,0.0170345,0.0131649,0.012735,0.0138289
0.00866912,0.0122064,0.0111447,0.01008,0.0105961,0.0116904
0.00864333,0.0106974,0.0111745,0.0110335,0.0110531,0.0105864
0.0105254,0.00971283,0.0128648,0.0113032,0.0112693,0.0119284
0.00984113,0.00928144,0.0113129,0.00814137,0.00763457,0.0126937
0.0125131,0.014389,0.0153872,0.0115678,0.0126172,0.014827
0.010886,0.0107483,0.0113452,0.00962514,0.00776173,0.00991012
0.0111303,0.0106067,0.014283,0.0138057,0.0133784,0.0166949
0.0114084,0.0125314,0.0145411,0.0134028,0.0141053,0.0142583
0.0122458,0.0117519,0.0134702,0.00863797,0.0105826,0.00778481
0.0100664,0.0131194,0.0154143,0.0142504,0.0141955,0.0147833
0.011486,0.0121702,0.0123059,0.00722815,0.00792484,0.00825349
0.00985345,0.0126628,0.0148106,0.0121541,0.011704,0.0120902
0.0119128,0.0131585,0.0120282,0.0115837,0.00908283,0.00916233
0.0107694,0.017679,0.0141339,0.0115503,0.010952,0.0067711
0.0136211,0.0130983,0.0154565,0.0129834,0.0103083,0.0121662
0.0103093,0.014239,0.0177404,0.0132754,0.0131268,0.0148899
0.0133212,0.0126296,0.0191921,0.00986277,0.0144337,0.012928
0.010813,0.0113326,0.0115785,0.011897,0.00916216,0.00894749
0.0108515,0.0148836,0.0149402,0.0125812,0.0179049,0.0122364
0.012683,0.0111256,0.0118244,0.00737658,0.0143285,0.00940169
0.0105003,0.0132136,0.0144491,0.011619,0.0101896,0.0107327
0.00924582,0.0156352,0.0134563,0.0114662,0.00827061,0.00737469
0.00971286,0.0110246,0.00861181,0.00767707,0.0104568,0.0103091
0.00945769,0.0134213,0.0107443,0.00977419,0.00623607,0.00510332
0.00996364,0.0129787,0.0197129,0.013915,0.0152962,0.0203661
0.0096902,0.0114146,0.0110987,0.00996035,0.0091802,0.00893578
0.00862575,0.0165566,0.0167357,0.0133767,0.0152036,0.0131158
0.0123127,0.0116951,0.0119105,0.00820637,0.00878287,0.0110878
0.00839151,0.0135079,0.0165644,0.0115254,0.0140278,0.0158592
0.0110178,0.0134107,0.0157294,0.0109346,0.0126938,0.0188451
0.0111962,0.0137621,0.0144535,0.0101353,0.0130524,0.0151739
0.0100364,0.011644,0.0148234,0.00959569,0.014738,0.0178487
0.0100267,0.0115703,0.0143387,0.0133371,0.0151867,0.0162466
0.0102744,0.0124137,0.0151582,0.0146783,0.0117673,0.0154153
0.0111941,0.0109686,0.0125143,0.0125523,0.0134174,0.0150041
0.0114124,0.0138173,0.017343,0.0123351,0.0141997,0.0169947
0.00958615,0.0103639,0.0134939,0.00947223,0.0110204,0.0111386
0.00875645,0.0135321,0.0156515,0.016828,0.015152,0.0189286
0.0101283,0.0144313,0.0165904,0.0144768,0.0170567,0.016691
0.0131933,0.0116179,0.0187389,0.00914484,0.0132281,0.00792374
0.0102586,0.00890291,0.00985856,0.00979945,0.00775919,0.0126434
0.00938778,0.028006,0.0884515,0.158209,0.196472,0.201088
0.0111244,0.0176846,0.0144654,0.00947036,0.00937008,0.00689476
0.0129681,0.0146842,0.0101517,0.0105035,0.0100273,0.0110479
0.0124957,0.00953674,0.0157985,0.0128498,0.0134707,0.0139969
0.0110663,0.0150249,0.0151271,0.0125803,0.0110783,0.0140025
0.00878962,0.0117934,0.0109351,0.0101755,0.00922864,0.0102006
0.0100232,0.00998502,0.0107059,0.00931657,0.00732132,0.0106899
0.0106571,0.0116881,0.0123528,0.0078757,0.00725474,0.00820685
0.00937645,0.0114813,0.01312,0.0080611,0.00536839,0.00631072
0.00925235,0.0133297,0.0112162,0.0112758,0.0111774,0.0120935
0.0071671,0.0144828,0.0155522,0.0135984,0.0212305,0.0340224
0.0089282,0.0113356,0.013033,0.0102128,0.00905893,0.00768528
0.0114298,0.00928082,0.0133386,0.00879292,0.00972208,0.0089266
0.012232,0.0190944,0.0236959,0.0275096,0.0571103,0.084698
0.0100735,0.0136592,0.0139483,0.00877072,0.0125401,0.0124377
0.00970602,0.0111949,0.0115727,0.00798132,0.0111313,0.0125166
0.0101985,0.0140199,0.0169328,0.0138506,0.014119,0.0125323
0.0113349,0.0124407,0.0141224,0.0111528,0.0118298,0.0107887
0.0101664,0.0125841,0.015718,0.0146167,0.015032,0.0138549
0.00909146,0.0147583,0.0135197,0.0103676,0.0110937,0.0106538
0.00977321,0.0132201,0.0160302,0.0129336,0.0122824,0.0110971
0.010857,0.011648,0.012556,0.0116412,0.00814524,0.0110743
0.00904998,0.0108997,0.0133421,0.00585345,0.0111966,0.00996944
0.0108606,0.0157711,0.0189442,0.0108914,0.0125087,0.0162394
0.0115915,0.0115659,0.0131148,0.0106386,0.0110122,0.0118898
0.010987,0.0120338,0.0125016,0.0122111,0.0139361,0.0116769
0.0100408,0.0150683,0.0140603,0.0125537,0.0152474,0.0153182
0.00952191,0.0102147,0.0125835,0.00983391,0.0117067,0.011163
0.00986417,0.0118513,0.0132247,0.00933256,0.0110088,0.0122941
0.0127925,0.0121671,0.0181929,0.0144464,0.013344,0.0128953
0.0107974,0.0178251,0.0133515,0.0119893,0.013729,0.0141616
0.0106226,0.012271,0.0129924,0.0113517,0.013732,0.0147996
0.00880761,0.0114492,0.0119723,0.00930791,0.00974815,0.0113333
0.0113683,0.0138369,0.015396,0.0142091,0.0113082,0.0140351
0.00937697,0.0138608,0.0143754,0.0116353,0.0110235,0.0109106
0.010162,0.011552,0.0144478,0.0108503,0.0114518,0.0109796
0.00954055,0.0123202,0.013943,0.00893211,0.0101936,0.012088
0.009774,0.0127165,0.0159713,0.010895,0.0106649,0.00827573
0.00950002,0.015241,0.0116579,0.0124058,0.0108708,0.0135004
0.0105677,0.0148096,0.0189038,0.0129205,0.0139143,0.0150584
0.0111094,0.0144023,0.0125932,0.0133933,0.0172844,0.0125574
0.0117699,0.0130496,0.015322,0.0122031,0.0101729,0.0118844
0.00932759,0.0109469,0.0115926,0.0127976,0.00982193,0.010436
0.00912291,0.0124586,0.0143146,0.0106328,0.0120074,0.0136929
0.0110307,0.0156141,0.0146034,0.015253,0.0126559,0.0118835
